ID;Kuh/Faerse;Gekalbt (ja/nein);Umstallzeit;Echte Geburtszeit;Event (ja/nein);Event Score;SonT;Eventzeit;SoffT;Moocall Score;Alarm (ja/nein);Alarmtyp (HA1/HA2);Alarmzeit
1284;Kuh;ja;2017-12-19 21:30:00;2017-12-20 01:30:00;ja;3;2017-12-18 07:21:00;2017-12-18 23:08:00;;2;nein;;
1284;Kuh;ja;2017-12-19 21:30:00;2017-12-20 01:30:00;ja;3;2017-12-18 23:09:00;2017-12-19 01:10:00;;1;nein;;
1284;Kuh;ja;2017-12-19 21:30:00;2017-12-20 01:30:00;ja;2;2017-12-19 01:11:00;2017-12-19 10:40:00;;1;nein;;
1284;Kuh;ja;2017-12-19 21:30:00;2017-12-20 01:30:00;ja;3;2017-12-19 10:41:00;2017-12-19 20:15:00;;0;nein;;
1284;Kuh;ja;2017-12-19 21:30:00;2017-12-20 01:30:00;ja;1;2017-12-19 20:16:00;2017-12-19 21:30:00;;1;nein;;
1284;Kuh;ja;2017-12-19 21:30:00;2017-12-20 01:30:00;nein;;;;;;ja;HA1h;2017-12-17 11:21:00
1284;Kuh;ja;2017-12-19 21:30:00;2017-12-20 01:30:00;nein;;;;;;ja;HA1h;2017-12-19 03:13:00
1284;Kuh;ja;2017-12-19 21:30:00;2017-12-20 01:30:00;nein;;;;;;ja;HA1h;2017-12-19 19:49:00
1284;Kuh;ja;2017-12-19 21:30:00;2017-12-20 01:30:00;nein;;;;;;ja;HA2h;2017-12-19 20:48:00
1800;Kuh;ja;2017-10-01 03:30:00;2017-10-01 09:15:00;ja;1;2017-10-01 01:00:00;2017-10-01 03:30:00;2017-10-01 09:25:00;1;nein;;
1800;Kuh;ja;2017-10-01 03:30:00;2017-10-01 09:15:00;nein;;;;;;ja;HA1h;2017-10-01 02:14:00
1800;Kuh;ja;2017-10-01 03:30:00;2017-10-01 09:15:00;nein;;;;;;ja;HA1h;2017-10-01 06:27:00
1800;Kuh;ja;2017-10-01 03:30:00;2017-10-01 09:15:00;nein;;;;;;ja;HA2h;2017-10-01 03:14:00
1800;Kuh;ja;2017-10-01 03:30:00;2017-10-01 09:15:00;nein;;;;;;ja;HA2h;2017-10-01 07:37:00
1803;Kuh;ja;2017-10-23 03:00:00;2017-10-23 04:40:00;ja;3;2017-10-13 11:05:00;2017-10-13 12:23:00;;1;nein;;
1803;Kuh;ja;2017-10-23 03:00:00;2017-10-23 04:40:00;ja;3;2017-10-13 12:33:00;2017-10-14 07:38:00;;1;nein;;
1803;Kuh;ja;2017-10-23 03:00:00;2017-10-23 04:40:00;ja;3;2017-10-14 07:39:00;2017-10-14 11:15:00;;0;nein;;
1803;Kuh;ja;2017-10-23 03:00:00;2017-10-23 04:40:00;ja;3;2017-10-14 11:16:00;2017-10-14 12:10:00;;1;nein;;
1803;Kuh;ja;2017-10-23 03:00:00;2017-10-23 04:40:00;ja;3;2017-10-14 12:11:00;2017-10-15 12:14:00;;0;nein;;
1803;Kuh;ja;2017-10-23 03:00:00;2017-10-23 04:40:00;ja;3;2017-10-15 12:15:00;2017-10-16 16:28:00;2017-10-16 17:23:00;1;nein;;
1803;Kuh;ja;2017-10-23 03:00:00;2017-10-23 04:40:00;ja;3;2017-10-17 07:14:00;2017-10-17 11:21:00;;1;nein;;
1803;Kuh;ja;2017-10-23 03:00:00;2017-10-23 04:40:00;ja;3;2017-10-17 11:22:00;2017-10-18 15:24:00;2017-10-18 16:28:00;0;nein;;
1803;Kuh;ja;2017-10-23 03:00:00;2017-10-23 04:40:00;ja;4;2017-10-19 07:15:00;2017-10-19 09:05:00;;2;nein;;
1803;Kuh;ja;2017-10-23 03:00:00;2017-10-23 04:40:00;ja;1;2017-10-22 06:18:00;2017-10-23 03:00:00;2017-10-23 05:36:00;2;nein;;
1803;Kuh;ja;2017-10-23 03:00:00;2017-10-23 04:40:00;nein;;;;;;ja;HA1h;2017-10-23 02:24:00
1803;Kuh;ja;2017-10-23 03:00:00;2017-10-23 04:40:00;nein;;;;;;ja;HA2h;2017-10-23 03:24:00
274;Kuh;nein;;;ja;2;2017-10-08 15:11:00;2017-10-08 16:44:00;;1;nein;;
274;Kuh;nein;;;ja;2;2017-10-09 00:15:00;2017-10-09 13:35:00;;;nein;;
274;Kuh;nein;;;ja;4;2017-10-09 14:23:00;2017-10-09 16:38:00;2017-10-09 17:29:00;2;nein;;
274;Kuh;nein;;;ja;4;2017-10-10 02:10:00;2017-10-10 13:09:00;;2;nein;;
274;Kuh;nein;;;ja;2;2017-10-10 21:29:00;2017-10-11 10:00:00;2017-10-11 12:09:00;1;nein;;
274;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-11 02:04:00
274;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-10-11 03:04:00
278;Kuh;nein;;;ja;2;2017-10-16 10:07:00;2017-10-16 11:24:00;2017-10-16 12:21:00;0;nein;;
278;Kuh;nein;;;ja;2;2017-10-17 09:12:00;2017-10-17 12:15:00;;2;nein;;
278;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-16 09:40:00
1304;Kuh;ja;2017-10-31 02:30:00;2017-10-31 04:35:00;ja;3;2017-10-27 16:20:00;2017-10-30 06:10:00;;0;nein;;
1304;Kuh;ja;2017-10-31 02:30:00;2017-10-31 04:35:00;ja;1;2017-10-30 06:11:00;2017-10-31 02:30:00;;2;nein;;
1304;Kuh;ja;2017-10-31 02:30:00;2017-10-31 04:35:00;nein;;;;;;ja;HA1h;2017-10-27 23:15:00
1304;Kuh;ja;2017-10-31 02:30:00;2017-10-31 04:35:00;nein;;;;;;ja;HA1h;2017-10-28 19:45:00
1304;Kuh;ja;2017-10-31 02:30:00;2017-10-31 04:35:00;nein;;;;;;ja;HA1h;2017-10-29 00:18:00
1304;Kuh;ja;2017-10-31 02:30:00;2017-10-31 04:35:00;nein;;;;;;ja;HA1h;2017-10-29 09:00:00
1304;Kuh;ja;2017-10-31 02:30:00;2017-10-31 04:35:00;nein;;;;;;ja;HA1h;2017-10-29 15:06:00
1304;Kuh;ja;2017-10-31 02:30:00;2017-10-31 04:35:00;nein;;;;;;ja;HA1h;2017-10-29 22:41:00
1304;Kuh;ja;2017-10-31 02:30:00;2017-10-31 04:35:00;nein;;;;;;ja;HA1h;2017-10-30 03:57:00
1304;Kuh;ja;2017-10-31 02:30:00;2017-10-31 04:35:00;nein;;;;;;ja;HA1h;2017-10-30 11:59:00
1304;Kuh;ja;2017-10-31 02:30:00;2017-10-31 04:35:00;nein;;;;;;ja;HA1h;2017-10-30 13:50:00
1304;Kuh;ja;2017-10-31 02:30:00;2017-10-31 04:35:00;nein;;;;;;ja;HA2h;2017-10-29 16:06:00
1304;Kuh;ja;2017-10-31 02:30:00;2017-10-31 04:35:00;nein;;;;;;ja;HA2h;2017-10-29 23:40:00
1304;Kuh;ja;2017-10-31 02:30:00;2017-10-31 04:35:00;nein;;;;;;ja;HA2h;2017-10-30 04:57:00
1304;Kuh;ja;2017-10-31 02:30:00;2017-10-31 04:35:00;nein;;;;;;ja;HA2h;2017-10-30 14:50:00
1821;Kuh;nein;;;ja;2;2017-09-29 18:10:00;2017-09-30 13:03:00;2017-09-30 14:14:00;;nein;;
1821;Kuh;nein;;;ja;2;2017-10-01 09:00:00;2017-10-01 19:00:00;2017-10-01 17:19:00;;nein;;
1821;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-09-29 19:42:00
1821;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-09-30 10:50:00
1821;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-01 11:58:00
1821;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-09-29 20:31:00
1821;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-09-30 11:50:00
1821;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-10-01 13:08:00
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;ja;4;2017-12-15 14:03:00;2017-12-15 22:00:00;;1;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;ja;4;2017-12-15 22:01:00;2017-12-16 00:11:00;;1;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;ja;4;2017-12-16 00:12:00;2017-12-16 10:04:00;;1;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;ja;3;2017-12-16 10:05:00;2017-12-17 15:04:00;;1;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;ja;3;2017-12-17 15:05:00;2017-12-17 21:08:00;;2;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;ja;4;2017-12-17 21:09:00;2017-12-18 02:15:00;;2;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;ja;4;2017-12-18 02:16:00;2017-12-18 05:10:00;;2;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;ja;4;2017-12-18 05:11:00;2017-12-18 15:07:00;;1;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;ja;4;2017-12-18 15:08:00;2017-12-18 23:07:00;;1;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;ja;4;2017-12-18 23:08:00;2017-12-19 00:01:00;;1;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;ja;4;2017-12-19 00:02:00;2017-12-19 05:07:00;;1;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;ja;9;2017-12-19 05:08:00;2017-12-19 15:06:00;;0;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;ja;4;2017-12-19 15:07:00;2017-12-20 17:19:00;;2;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;ja;1;2017-12-20 17:20:00;2017-12-20 20:30:00;;2;nein;;
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;nein;;;;;;ja;HA1h;2017-12-15 19:38:00
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;nein;;;;;;ja;HA1h;2017-12-17 23:03:00
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;nein;;;;;;ja;HA1h;2017-12-20 00:05:00
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;nein;;;;;;ja;HA1h;2017-12-20 10:03:00
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;nein;;;;;;ja;HA1h;2017-12-20 19:22:00
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;nein;;;;;;ja;HA2h;2017-12-18 02:51:00
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;nein;;;;;;ja;HA2h;2017-12-20 01:05:00
2728;Faerse;ja;2017-12-20 20:30:00;2017-12-20 21:30:00;nein;;;;;;ja;HA2h;2017-12-20 20:22:00
1317;Kuh;ja;2017-12-16 11:30:00;2017-12-16 15:25:00;ja;4;2017-12-15 14:35:00;2017-12-15 18:06:00;;2;nein;;
1317;Kuh;ja;2017-12-16 11:30:00;2017-12-16 15:25:00;ja;4;2017-12-15 18:07:00;2017-12-15 20:18:00;;2;nein;;
1317;Kuh;ja;2017-12-16 11:30:00;2017-12-16 15:25:00;ja;4;2017-12-15 20:19:00;2017-12-15 21:05:00;;1;nein;;
1317;Kuh;ja;2017-12-16 11:30:00;2017-12-16 15:25:00;ja;4;2017-12-15 21:06:00;2017-12-15 23:05:00;;2;nein;;
1317;Kuh;ja;2017-12-16 11:30:00;2017-12-16 15:25:00;ja;4;2017-12-16 01:10:00;2017-12-16 03:16:00;;2;nein;;
1317;Kuh;ja;2017-12-16 11:30:00;2017-12-16 15:25:00;ja;4;2017-12-16 03:17:00;2017-12-16 05:06:00;;2;nein;;
1317;Kuh;ja;2017-12-16 11:30:00;2017-12-16 15:25:00;ja;4;2017-12-16 05:07:00;2017-12-16 10:16:00;;2;nein;;
1317;Kuh;ja;2017-12-16 11:30:00;2017-12-16 15:25:00;ja;4;2017-12-16 10:17:00;2017-12-16 11:06:00;;1;nein;;
1317;Kuh;ja;2017-12-16 11:30:00;2017-12-16 15:25:00;ja;1;2017-12-16 11:07:00;2017-12-16 11:30:00;;2;nein;;
1317;Kuh;ja;2017-12-16 11:30:00;2017-12-16 15:25:00;nein;;;;;;ja;HA1h;2017-12-16 11:44:00
1317;Kuh;ja;2017-12-16 11:30:00;2017-12-16 15:25:00;nein;;;;;;ja;HA2h;2017-12-16 12:43:00
1320;Kuh;ja;2017-10-09 23:30:00;2017-10-10 00:10:00;ja;2;2017-10-07 21:21:00;2017-10-08 05:20:00;;1;nein;;
1320;Kuh;ja;2017-10-09 23:30:00;2017-10-10 00:10:00;ja;1;2017-10-08 19:56:00;2017-10-09 23:30:00;2017-10-10 01:39:00;;nein;;
1320;Kuh;ja;2017-10-09 23:30:00;2017-10-10 00:10:00;nein;;;;;;ja;HA1h;2017-10-09 06:24:00
1320;Kuh;ja;2017-10-09 23:30:00;2017-10-10 00:10:00;nein;;;;;;ja;HA1h;2017-10-09 20:30:00
1320;Kuh;ja;2017-10-09 23:30:00;2017-10-10 00:10:00;nein;;;;;;ja;HA1h;2017-10-09 22:01:00
1320;Kuh;ja;2017-10-09 23:30:00;2017-10-10 00:10:00;nein;;;;;;ja;HA2h;2017-10-09 23:01:00
9519;Kuh;ja;2017-11-06 07:30:00;2017-11-06 08:40:00;ja;1;2017-11-05 17:18:00;2017-11-06 07:30:00;2017-11-06 08:31:00;0;nein;;
2611;Kuh;nein;;;ja;2;2017-10-19 09:06:00;2017-10-19 11:02:00;2017-10-19 11:52:00;1;nein;;
2611;Kuh;nein;;;ja;2;2017-10-21 05:06:00;2017-10-21 08:05:00;2017-10-21 08:51:00;0;nein;;
2611;Kuh;nein;;;ja;3;2017-10-21 15:10:00;2017-10-21 17:05:00;;1;nein;;
2611;Kuh;nein;;;ja;2;2017-10-21 17:06:00;2017-10-21 19:07:00;;0;nein;;
2611;Kuh;nein;;;ja;2;2017-10-22 02:10:00;2017-10-22 03:00:00;;0;nein;;
2611;Kuh;nein;;;ja;2;2017-10-22 03:01:00;2017-10-22 11:30:00;;0;nein;;
2611;Kuh;nein;;;ja;2;2017-10-23 01:10:00;2017-10-23 09:07:00;;1;nein;;
2611;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-19 11:15:00
2611;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-21 16:25:00
2611;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-21 21:26:00
1336;Kuh;nein;;;ja;2;2017-11-09 23:38:00;2017-11-10 16:19:00;2017-11-10 17:59:00;0;nein;;
1336;Kuh;nein;;;ja;2;2017-11-11 00:23:00;2017-11-11 07:11:00;2017-11-11 08:21:00;0;nein;;
1336;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-11-10 02:26:00
1336;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-11-10 09:43:00
1336;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-11-10 15:09:00
1336;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-11-11 01:29:00
1336;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-11-11 07:21:00
1336;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-11-10 03:26:00
1336;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-11-10 10:43:00
1336;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-11-11 02:29:00
1337;Kuh;ja;2017-10-29 11:30:00;2017-10-29 12:10:00;ja;2;2017-10-26 06:05:00;2017-10-27 13:10:00;2017-10-27 11:23:00;0;nein;;
1337;Kuh;ja;2017-10-29 11:30:00;2017-10-29 12:10:00;ja;1;2017-10-27 16:24:00;2017-10-29 11:30:00;;0;nein;;
1337;Kuh;ja;2017-10-29 11:30:00;2017-10-29 12:10:00;nein;;;;;;ja;HA1h;2017-10-27 07:41:00
1337;Kuh;ja;2017-10-29 11:30:00;2017-10-29 12:10:00;nein;;;;;;ja;HA1h;2017-10-28 02:01:00
1337;Kuh;ja;2017-10-29 11:30:00;2017-10-29 12:10:00;nein;;;;;;ja;HA1h;2017-10-28 08:06:00
1851;Kuh;ja;2017-10-12 06:15:00;2017-10-12 09:05:00;ja;3;2017-10-07 00:30:00;2017-10-07 19:10:00;2017-10-07 20:16:00;1;nein;;
1851;Kuh;ja;2017-10-12 06:15:00;2017-10-12 09:05:00;ja;2;2017-10-08 15:20:00;2017-10-08 16:18:00;;0;nein;;
1851;Kuh;ja;2017-10-12 06:15:00;2017-10-12 09:05:00;ja;3;2017-10-10 02:26:00;2017-10-11 11:21:00;2017-10-11 12:09:00;2;nein;;
1851;Kuh;ja;2017-10-12 06:15:00;2017-10-12 09:05:00;ja;1;2017-10-12 04:17:00;2017-10-12 06:15:00;;1;nein;;
1851;Kuh;ja;2017-10-12 06:15:00;2017-10-12 09:05:00;nein;;;;;;ja;HA1h;2017-10-12 05:33:00
1851;Kuh;ja;2017-10-12 06:15:00;2017-10-12 09:05:00;nein;;;;;;ja;HA1h;2017-10-07 07:26:00
1851;Kuh;ja;2017-10-12 06:15:00;2017-10-12 09:05:00;nein;;;;;;ja;HA1h;2017-10-07 09:52:00
1851;Kuh;ja;2017-10-12 06:15:00;2017-10-12 09:05:00;nein;;;;;;ja;HA2h;2017-10-12 06:33:00
1851;Kuh;ja;2017-10-12 06:15:00;2017-10-12 09:05:00;nein;;;;;;ja;HA2h;2017-10-07 10:51:00
1854;Kuh;nein;;;ja;2;2017-09-29 16:18:00;2017-09-29 17:00:00;;;nein;;
1854;Kuh;nein;;;ja;2;2017-09-29 18:15:00;2017-09-29 20:00:00;2017-09-29 20:18:00;;nein;;
1854;Kuh;nein;;;ja;2;2017-09-30 09:45:00;2017-09-30 09:50:00;;;nein;;
1854;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-09-29 19:46:00
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;ja;3;2017-10-15 12:24:00;2017-10-16 00:08:00;;0;nein;;
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;ja;3;2017-10-16 00:09:00;2017-10-18 03:15:00;;2;nein;;
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;ja;4;2017-10-18 03:16:00;2017-10-18 08:15:00;2017-10-18 09:00:00;2;nein;;
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;ja;3;2017-10-19 09:15:00;2017-10-20 19:25:00;2017-10-20 20:30:00;1;nein;;
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;ja;5;2017-10-22 03:09:00;2017-10-23 10:06:00;;0;nein;;
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;ja;5;2017-10-23 10:07:00;2017-10-23 11:08:00;;0;nein;;
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;ja;1;2017-10-23 11:09:00;2017-10-24 10:30:00;2017-10-24 11:04:00;2;nein;;
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;nein;;;;;;ja;HA1h;2017-10-16 00:18:00
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;nein;;;;;;ja;HA1h;2017-10-16 19:32:00
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;nein;;;;;;ja;HA1h;2017-10-17 00:34:00
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;nein;;;;;;ja;HA1h;2017-10-17 04:58:00
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;nein;;;;;;ja;HA1h;2017-10-17 08:25:00
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;nein;;;;;;ja;HA1h;2017-10-17 11:00:00
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;nein;;;;;;ja;HA1h;2017-10-18 02:21:00
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;nein;;;;;;ja;HA1h;2017-10-23 05:55:00
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;nein;;;;;;ja;HA1h;2017-10-23 15:41:00
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;nein;;;;;;ja;HA1h;2017-10-24 08:25:00
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;nein;;;;;;ja;HA2h;2017-10-16 01:30:00
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;nein;;;;;;ja;HA2h;2017-10-16 07:26:00
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;nein;;;;;;ja;HA2h;2017-10-16 12:05:00
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;nein;;;;;;ja;HA2h;2017-10-16 20:30:00
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;nein;;;;;;ja;HA2h;2017-10-17 01:22:00
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;nein;;;;;;ja;HA2h;2017-10-17 12:00:00
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;nein;;;;;;ja;HA2h;2017-10-18 03:21:00
3909;Kuh;ja;2017-10-24 10:30:00;2017-10-24 11:10:00;nein;;;;;;ja;HA2h;2017-10-24 09:24:00
3912;Kuh;ja;2017-10-20 12:30:00;2017-10-20 15:05:00;ja;2;2017-10-18 10:17:00;2017-10-18 11:18:00;2017-10-18 16:39:00;1;nein;;
3912;Kuh;ja;2017-10-20 12:30:00;2017-10-20 15:05:00;ja;3;2017-10-19 01:20:00;2017-10-19 13:17:00;;0;nein;;
3912;Kuh;ja;2017-10-20 12:30:00;2017-10-20 15:05:00;ja;5;2017-10-19 13:18:00;2017-10-20 00:10:00;;0;nein;;
3912;Kuh;ja;2017-10-20 12:30:00;2017-10-20 15:05:00;ja;1;2017-10-20 00:11:00;2017-10-20 12:30:00;2017-10-20 13:10:00;0;nein;;
3912;Kuh;ja;2017-10-20 12:30:00;2017-10-20 15:05:00;nein;;;;;;ja;HA1h;2017-10-19 03:54:00
3912;Kuh;ja;2017-10-20 12:30:00;2017-10-20 15:05:00;nein;;;;;;ja;HA1h;2017-10-20 13:10:00
3912;Kuh;ja;2017-10-20 12:30:00;2017-10-20 15:05:00;nein;;;;;;ja;HA1h;2017-10-18 13:25:00
3912;Kuh;ja;2017-10-20 12:30:00;2017-10-20 15:05:00;nein;;;;;;ja;HA2h;2017-10-20 13:10:00
6988;Kuh;ja;2017-10-23 06:40:00;2017-10-23 06:45:00;ja;1;2017-10-22 15:15:00;2017-10-23 06:40:00;2017-10-23 07:23:00;1;nein;;
6988;Kuh;ja;2017-10-23 06:40:00;2017-10-23 06:45:00;nein;;;;;;ja;HA1h;2017-10-23 04:05:00
6988;Kuh;ja;2017-10-23 06:40:00;2017-10-23 06:45:00;nein;;;;;;ja;HA2h;2017-10-23 05:05:00
11;Kuh;ja;2017-12-20 15:30:00;2017-12-20 19:25:00;ja;9;2017-12-20 11:06:00;2017-12-20 13:17:00;;0;nein;;
11;Kuh;ja;2017-12-20 15:30:00;2017-12-20 19:25:00;ja;1;2017-12-20 13:18:00;2017-12-20 15:30:00;;1;nein;;
11;Kuh;ja;2017-12-20 15:30:00;2017-12-20 19:25:00;nein;;;;;;ja;HA1h;2017-12-20 15:30:00
1875;Kuh;ja;2017-10-12 02:00:00;2017-10-12 02:20:00;ja;3;2017-10-11 17:15:00;2017-10-11 20:20:00;;1;nein;;
1875;Kuh;ja;2017-10-12 02:00:00;2017-10-12 02:20:00;ja;1;2017-10-11 20:21:00;2017-10-12 02:00:00;;1;nein;;
1875;Kuh;ja;2017-10-12 02:00:00;2017-10-12 02:20:00;nein;;;;;;ja;HA2h;2017-10-12 00:15:00
1934;Kuh;ja;2017-11-07 00:30:00;2017-11-07 01:35:00;ja;1;2017-11-06 23:03:00;2017-11-07 00:30:00;;0;nein;;
1934;Kuh;ja;2017-11-07 00:30:00;2017-11-07 01:35:00;nein;;;;;;ja;HA1h;2017-11-06 23:11:00
9046;Kuh;ja;2017-11-05 09:30:00;2017-11-05 12:05:00;ja;4;2017-11-02 07:36:00;2017-11-02 16:15:00;;2;nein;;
9046;Kuh;ja;2017-11-05 09:30:00;2017-11-05 12:05:00;ja;1;2017-11-02 23:15:00;2017-11-05 09:30:00;2017-11-05 10:40:00;0;nein;;
9046;Kuh;ja;2017-11-05 09:30:00;2017-11-05 12:05:00;nein;;;;;;ja;HA1h;2017-11-03 00:27:00
9046;Kuh;ja;2017-11-05 09:30:00;2017-11-05 12:05:00;nein;;;;;;ja;HA1h;2017-11-03 06:33:00
9046;Kuh;ja;2017-11-05 09:30:00;2017-11-05 12:05:00;nein;;;;;;ja;HA1h;2017-11-03 13:09:00
9046;Kuh;ja;2017-11-05 09:30:00;2017-11-05 12:05:00;nein;;;;;;ja;HA1h;2017-11-05 06:01:00
9046;Kuh;ja;2017-11-05 09:30:00;2017-11-05 12:05:00;nein;;;;;;ja;HA2h;2017-11-03 01:39:00
9046;Kuh;ja;2017-11-05 09:30:00;2017-11-05 12:05:00;nein;;;;;;ja;HA2h;2017-11-03 07:33:00
9046;Kuh;ja;2017-11-05 09:30:00;2017-11-05 12:05:00;nein;;;;;;ja;HA2h;2017-11-05 07:01:00
858;Kuh;ja;2017-09-30 01:30:00;2017-09-30 03:25:00;ja;2;2017-09-29 16:25:00;2017-09-29 17:00:00;;;nein;;
858;Kuh;ja;2017-09-30 01:30:00;2017-09-30 03:25:00;ja;1;2017-09-29 18:20:00;2017-09-30 01:30:00;2017-09-30 05:20:00;;nein;;
858;Kuh;ja;2017-09-30 01:30:00;2017-09-30 03:25:00;nein;;;;;;ja;HA1h;2017-09-29 19:32:00
858;Kuh;ja;2017-09-30 01:30:00;2017-09-30 03:25:00;nein;;;;;;ja;HA1h;2017-09-29 23:41:00
858;Kuh;ja;2017-09-30 01:30:00;2017-09-30 03:25:00;nein;;;;;;ja;HA1h;2017-09-30 03:46:00
858;Kuh;ja;2017-09-30 01:30:00;2017-09-30 03:25:00;nein;;;;;;ja;HA2h;2017-09-29 20:20:00
858;Kuh;ja;2017-09-30 01:30:00;2017-09-30 03:25:00;nein;;;;;;ja;HA2h;2017-09-30 00:29:00
1883;Kuh;nein;;;ja;2;2017-09-30 10:00:00;2017-09-30 19:00:00;2017-09-30 19:21:00;;nein;;
9564;Kuh;nein;;;ja;2;2017-11-02 14:10:00;2017-11-02 15:00:00;2017-11-02 13:25:00;0;nein;;
9564;Kuh;nein;;;ja;3;2017-11-03 03:45:00;2017-11-03 20:14:00;;1;nein;;
9564;Kuh;nein;;;ja;4;2017-11-05 06:18:00;2017-11-06 06:14:00;;1;nein;;
9564;Kuh;nein;;;ja;4;2017-11-06 06:15:00;2017-11-06 13:11:00;;2;nein;;
1885;Kuh;nein;;;ja;5;2017-10-26 03:17:00;2017-10-26 10:00:00;;0;nein;;
1885;Kuh;nein;;;ja;3;2017-10-26 10:01:00;2017-10-26 14:07:00;;1;nein;;
1885;Kuh;nein;;;ja;5;2017-10-27 15:11:00;2017-10-28 10:10:00;;0;nein;;
1885;Kuh;nein;;;ja;4;2017-10-28 10:11:00;2017-10-29 11:13:00;2017-10-29 12:23:00;2;nein;;
1885;Kuh;nein;;;ja;4;2017-10-30 23:17:00;2017-10-31 19:05:00;;2;nein;;
1885;Kuh;nein;;;ja;5;2017-11-01 03:24:00;2017-11-01 04:18:00;;0;nein;;
1885;Kuh;nein;;;ja;4;2017-11-01 04:24:00;2017-11-01 17:14:00;;2;nein;;
